産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,,,,,,,,,,,,,,,
4,T,T,"15,151 ",50 ,88 ,"15,113 ",345 ,17.0 ,144.7 ,125.2 ,19.5 ,"1,431,726 ","526,086 ","472,511 ","53,575 ","905,640 "
,M,T,"9,184 ",26 ,60 ,"9,150 ",288 ,17.3 ,149.6 ,127.9 ,21.7 ,"1,626,151 ","601,398 ",,,"1,024,753 "
,F,T,"5,967 ",24 ,28 ,"5,963 ",57 ,16.7 ,137.0 ,121.0 ,16.0 ,"1,132,933 ","410,346 ",,,"722,587 "
,,N,"14,801 ",46 ,80 ,"14,768 ",-,17.1 ,146.0 ,126.1 ,19.9 ,"1,462,000 ","535,419 ","480,688 ","54,731 ","926,581 "
,,P,350 ,4 ,8 ,345 ,-,13.6 ,91.1 ,87.9 ,3.2 ,"143,709 ","129,024 ","124,630 ","4,394 ","14,685 "
,,,,,,,,,,,,,,,,
5,T,T,"31,062 ",126 ,172 ,"31,016 ","2,593 ",18.4 ,148.9 ,135.5 ,13.4 ,"1,226,798 ","476,592 ","427,921 ","48,671 ","750,206 "
,M,T,"18,459 ",70 ,84 ,"18,445 ",431 ,19.0 ,156.6 ,141.0 ,15.6 ,"1,480,849 ","575,992 ",,,"904,857 "
,F,T,"12,603 ",56 ,88 ,"12,571 ","2,162 ",17.6 ,137.6 ,127.5 ,10.1 ,"854,371 ","330,877 ",,,"523,494 "
,,N,"28,453 ",80 ,145 ,"28,423 ",-,18.7 ,153.2 ,138.8 ,14.4 ,"1,325,862 ","507,962 ","455,045 ","52,917 ","817,900 "
,,P,"2,609 ",46 ,27 ,"2,593 ",-,15.2 ,101.9 ,99.7 ,2.2 ,"143,688 ","133,608 ","131,358 ","2,250 ","10,080 "
,,,,,,,,,,,,,,,,
7,T,T,"57,488 ",480 ,429 ,"57,539 ","7,678 ",19.4 ,162.5 ,146.9 ,15.6 ,"708,137 ","331,419 ","306,556 ","24,863 ","376,718 "
,M,T,"38,426 ",326 ,301 ,"38,451 ","3,468 ",19.7 ,168.1 ,150.9 ,17.2 ,"808,284 ","370,907 ",,,"437,377 "
,F,T,"19,062 ",154 ,128 ,"19,088 ","4,210 ",18.7 ,151.0 ,138.7 ,12.3 ,"506,327 ","251,845 ",,,"254,482 "
,,N,"49,764 ",410 ,314 ,"49,861 ",-,19.9 ,170.3 ,153.3 ,17.0 ,"792,016 ","359,401 ","331,859 ","27,542 ","432,615 "
,,P,"7,724 ",70 ,115 ,"7,678 ",-,15.9 ,111.6 ,104.9 ,6.7 ,"165,575 ","150,418 ","142,882 ","7,536 ","15,157 "
,,,,,,,,,,,,,,,,
9,T,T,"140,679 ","1,900 ","1,177 ","141,402 ","38,560 ",17.7 ,147.7 ,133.4 ,14.3 ,"586,842 ","278,306 ","255,020 ","23,286 ","308,536 "
,M,T,"94,251 ",915 ,736 ,"94,430 ","20,635 ",18.1 ,154.2 ,138.4 ,15.8 ,"665,727 ","309,864 ",,,"355,863 "
,F,T,"46,428 ",985 ,441 ,"46,972 ","17,925 ",16.9 ,134.6 ,123.5 ,11.1 ,"427,482 ","214,554 ",,,"212,928 "
,,N,"102,692 ","1,015 ",908 ,"102,842 ",-,19.2 ,168.2 ,149.6 ,18.6 ,"756,211 ","335,892 ","305,394 ","30,498 ","420,319 "
,,P,"37,987 ",885 ,269 ,"38,560 ",-,13.7 ,92.8 ,90.1 ,2.7 ,"132,076 ","123,685 ","119,761 ","3,924 ","8,391 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
L71,,,学術・開発研究機関,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,68頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"306,685 ","1,986 ","2,210 ","306,461 ","38,819 ",17.7 ,141.9 ,133.3 ,8.6 ,"1,321,446 ","457,531 ","433,854 ","23,677 ","863,915 "
,M,T,"203,110 ","1,312 ","1,078 ","203,344 ","15,398 ",17.9 ,146.3 ,137.0 ,9.3 ,"1,497,270 ","511,143 ",,,"986,127 "
,F,T,"103,575 ",674 ,"1,132 ","103,117 ","23,421 ",17.2 ,133.3 ,126.1 ,7.2 ,"975,691 ","352,104 ",,,"623,587 "
,,N,"267,995 ","1,286 ","1,629 ","267,642 ",-,18.2 ,149.3 ,139.7 ,9.6 ,"1,475,804 ","499,135 ","472,399 ","26,736 ","976,669 "
,,P,"38,690 ",700 ,581 ,"38,819 ",-,14.0 ,90.5 ,89.2 ,1.3 ,"254,728 ","170,017 ","167,480 ","2,537 ","84,711 "
,,,,,,,,,,,,,,,,
0,T,T,"266,634 ","1,947 ","1,695 ","266,886 ","31,043 ",17.6 ,141.8 ,133.1 ,8.7 ,"1,373,123 ","469,626 ","444,790 ","24,836 ","903,497 "
,M,T,"180,000 ","1,273 ","1,078 ","180,195 ","12,463 ",17.9 ,146.2 ,136.7 ,9.5 ,"1,541,045 ","522,380 ",,,"1,018,665 "
,F,T,"86,634 ",674 ,617 ,"86,691 ","18,580 ",17.1 ,132.7 ,125.6 ,7.1 ,"1,024,155 ","359,994 ",,,"664,161 "
,,N,"235,870 ","1,286 ","1,302 ","235,843 ",-,18.1 ,148.9 ,139.2 ,9.7 ,"1,521,146 ","508,685 ","480,978 ","27,707 ","1,012,461 "
,,P,"30,764 ",661 ,393 ,"31,043 ",-,13.6 ,87.8 ,86.3 ,1.5 ,"243,405 ","171,525 ","168,601 ","2,924 ","71,880 "
,,,,,,,,,,,,,,,,
1,T,T,"63,300 ",671 ,321 ,"63,650 ","2,384 ",17.6 ,147.8 ,133.8 ,14.0 ,"1,476,338 ","538,830 ","499,835 ","38,995 ","937,508 "
,M,T,"49,032 ",572 ,214 ,"49,390 ","1,094 ",17.8 ,150.8 ,136.0 ,14.8 ,"1,589,686 ","578,159 ",,,"1,011,527 "
,F,T,"14,268 ",99 ,107 ,"14,260 ","1,290 ",16.8 ,137.6 ,126.4 ,11.2 ,"1,085,286 ","403,147 ",,,"682,139 "
,,N,"60,915 ",643 ,296 ,"61,266 ",-,17.9 ,151.1 ,136.7 ,14.4 ,"1,527,522 ","554,893 ","514,649 ","40,244 ","972,629 "
,,P,"2,385 ",28 ,25 ,"2,384 ",-,10.3 ,62.5 ,59.4 ,3.1 ,"164,997 ","127,299 ","120,295 ","7,004 ","37,698 "
,,,,,,,,,,,,,,,,
3,T,T,"46,703 ",258 ,285 ,"46,676 ","5,299 ",17.6 ,141.3 ,132.6 ,8.7 ,"1,202,916 ","495,000 ","466,581 ","28,419 ","707,916 "
,M,T,"30,499 ",138 ,184 ,"30,453 ","2,060 ",17.9 ,146.7 ,137.2 ,9.5 ,"1,409,283 ","565,386 ",,,"843,897 "
,F,T,"16,204 ",120 ,101 ,"16,223 ","3,239 ",17.0 ,131.3 ,124.0 ,7.3 ,"815,019 ","362,700 ",,,"452,319 "
,,N,"41,408 ",161 ,176 ,"41,377 ",-,18.2 ,149.5 ,139.9 ,9.6 ,"1,334,971 ","538,415 ","506,861 ","31,554 ","796,556 "
,,P,"5,295 ",97 ,109 ,"5,299 ",-,13.0 ,78.1 ,76.0 ,2.1 ,"171,000 ","155,741 ","151,817 ","3,924 ","15,259 "
,,,,,,,,,,,,,,,,
4,T,T,"110,003 ",929 ,606 ,"110,326 ","7,683 ",17.6 ,145.0 ,133.3 ,11.7 ,"1,360,458 ","520,255 ","485,742 ","34,513 ","840,203 "
,M,T,"79,531 ",710 ,398 ,"79,843 ","3,154 ",17.9 ,149.2 ,136.5 ,12.7 ,"1,520,692 ","573,274 ",,,"947,418 "
,F,T,"30,472 ",219 ,208 ,"30,483 ","4,529 ",16.9 ,134.2 ,125.1 ,9.1 ,"941,509 ","381,630 ",,,"559,879 "
,,N,"102,323 ",804 ,472 ,"102,643 ",-,18.0 ,150.5 ,138.0 ,12.5 ,"1,449,752 ","548,238 ","511,504 ","36,734 ","901,514 "
,,P,"7,680 ",125 ,134 ,"7,683 ",-,12.2 ,73.2 ,70.8 ,2.4 ,"169,137 ","146,912 ","142,032 ","4,880 ","22,225 "
,,,,,,,,,,,,,,,,
5,T,T,"101,588 ",711 ,550 ,"101,749 ","10,264 ",17.8 ,143.6 ,136.2 ,7.4 ,"1,535,573 ","469,231 ","448,834 ","20,397 ","1,066,342 "
,M,T,"64,214 ",384 ,423 ,"64,175 ","3,970 ",18.0 ,148.2 ,140.2 ,8.0 ,"1,739,380 ","521,026 ",,,"1,218,354 "
,F,T,"37,374 ",327 ,127 ,"37,574 ","6,294 ",17.4 ,135.8 ,129.4 ,6.4 ,"1,186,445 ","380,505 ",,,"805,940 "
,,N,"91,525 ",468 ,509 ,"91,485 ",-,18.3 ,149.5 ,141.4 ,8.1 ,"1,679,476 ","498,518 ","476,210 ","22,308 ","1,180,958 "
,,P,"10,063 ",243 ,41 ,"10,264 ",-,13.8 ,91.5 ,90.1 ,1.4 ,"239,967 ","205,552 ","202,369 ","3,183 ","34,415 "
,,,,,,,,,,,,,,,,
7,T,T,"55,043 ",307 ,539 ,"54,811 ","13,096 ",17.3 ,132.0 ,126.9 ,5.1 ,"1,097,831 ","368,811 ","355,168 ","13,643 ","729,020 "
,M,T,"36,255 ",179 ,257 ,"36,177 ","5,339 ",17.6 ,136.4 ,131.2 ,5.2 ,"1,234,272 ","412,797 ",,,"821,475 "
,F,T,"18,788 ",128 ,282 ,"18,634 ","7,757 ",16.7 ,123.6 ,118.6 ,5.0 ,"833,743 ","283,674 ",,,"550,069 "
,,N,"42,022 ",14 ,321 ,"41,715 ",-,18.2 ,144.1 ,137.7 ,6.4 ,"1,349,862 ","434,088 ","416,680 ","17,408 ","915,774 "
,,P,"13,021 ",293 ,218 ,"13,096 ",-,14.3 ,93.4 ,92.4 ,1.0 ,"289,766 ","159,519 ","157,949 ","1,570 ","130,247 "
,,,,,,,,,,,,,,,,
9,T,T,"40,051 ",39 ,515 ,"39,575 ","7,776 ",18.0 ,142.3 ,134.9 ,7.4 ,"975,192 ","376,491 ","360,574 ","15,917 ","598,701 "
,M,T,"23,110 ",39 ,0 ,"23,149 ","2,935 ",18.0 ,146.1 ,139.1 ,7.0 ,"1,156,417 ","423,643 ",,,"732,774 "
,F,T,"16,941 ",0 ,515 ,"16,426 ","4,841 ",18.0 ,137.1 ,129.1 ,8.0 ,"723,948 ","311,121 ",,,"412,827 "
,,N,"32,125 ",0 ,327 ,"31,799 ",-,18.6 ,152.6 ,143.4 ,9.2 ,"1,141,214 ","428,666 ","409,089 ","19,577 ","712,548 "
,,P,"7,926 ",39 ,188 ,"7,776 ",-,15.5 ,100.9 ,100.5 ,0.4 ,"299,301 ","164,080 ","163,063 ","1,017 ","135,221 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
L72,,,専門サービス業（他に分類されな,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,69頁
,,,いもの）,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"583,200 ","5,284 ","4,794 ","583,690 ","72,521 ",18.1 ,148.4 ,136.8 ,11.6 ,"793,163 ","430,542 ","406,576 ","23,966 ","362,621 "
,M,T,"292,753 ","2,341 ","2,184 ","292,910 ","14,038 ",18.4 ,156.0 ,142.6 ,13.4 ,"964,550 ","541,896 ",,,"422,654 "
,F,T,"290,447 ","2,943 ","2,610 ","290,780 ","58,483 ",17.8 ,140.7 ,130.9 ,9.8 ,"620,466 ","318,337 ",,,"302,129 "
,,N,"510,057 ","4,732 ","3,570 ","511,169 ",-,18.6 ,156.5 ,143.5 ,13.0 ,"878,118 ","470,452 ","443,527 ","26,925 ","407,666 "
,,P,"73,143 ",552 ,"1,224 ","72,521 ",-,14.8 ,91.5 ,89.6 ,1.9 ,"197,556 ","150,738 ","147,516 ","3,222 ","46,818 "
,,,,,,,,,,,,,,,,
0,T,T,"336,987 ","2,936 ","2,971 ","336,952 ","26,387 ",17.9 ,153.3 ,139.4 ,13.9 ,"935,430 ","516,111 ","483,877 ","32,234 ","419,319 "
,M,T,"190,937 ","1,578 ","1,531 ","190,984 ","5,191 ",18.2 ,159.3 ,143.9 ,15.4 ,"1,088,393 ","618,983 ",,,"469,410 "
,F,T,"146,050 ","1,358 ","1,440 ","145,968 ","21,196 ",17.5 ,145.4 ,133.6 ,11.8 ,"735,375 ","381,569 ",,,"353,806 "
,,N,"310,361 ","2,704 ","2,501 ","310,565 ",-,18.2 ,157.7 ,142.8 ,14.9 ,"996,330 ","545,397 ","510,769 ","34,628 ","450,933 "
,,P,"26,626 ",232 ,470 ,"26,387 ",-,15.1 ,101.5 ,99.3 ,2.2 ,"222,127 ","173,097 ","168,894 ","4,203 ","49,030 "
,,,,,,,,,,,,,,,,
1,T,T,"88,607 ","1,467 ","1,245 ","88,829 ","1,200 ",17.1 ,149.5 ,134.4 ,15.1 ,"1,026,681 ","617,561 ","568,082 ","49,479 ","409,120 "
,M,T,"53,785 ",759 ,675 ,"53,869 ",386 ,17.4 ,153.3 ,136.5 ,16.8 ,"1,197,664 ","704,353 ",,,"493,311 "
,F,T,"34,822 ",708 ,570 ,"34,960 ",814 ,16.7 ,143.6 ,131.1 ,12.5 ,"762,901 ","483,664 ",,,"279,237 "
,,N,"87,407 ","1,443 ","1,221 ","87,629 ",-,17.2 ,150.6 ,135.3 ,15.3 ,"1,038,346 ","624,116 ","574,043 ","50,073 ","414,230 "
,,P,"1,200 ",24 ,24 ,"1,200 ",-,10.6 ,70.6 ,67.3 ,3.3 ,"175,939 ","139,449 ","133,256 ","6,193 ","36,490 "
,,,,,,,,,,,,,,,,
3,T,T,"39,975 ",275 ,442 ,"39,808 ","3,409 ",17.3 ,147.8 ,131.8 ,16.0 ,"1,144,480 ","547,921 ","510,005 ","37,916 ","596,559 "
,M,T,"23,981 ",125 ,228 ,"23,878 ",990 ,17.6 ,153.4 ,135.1 ,18.3 ,"1,349,324 ","660,623 ",,,"688,701 "
,F,T,"15,994 ",150 ,214 ,"15,930 ","2,419 ",16.8 ,139.5 ,127.0 ,12.5 ,"837,389 ","378,964 ",,,"458,425 "
,,N,"36,568 ",201 ,371 ,"36,399 ",-,17.6 ,152.7 ,135.5 ,17.2 ,"1,228,765 ","579,238 ","538,514 ","40,724 ","649,527 "
,,P,"3,407 ",74 ,71 ,"3,409 ",-,13.7 ,95.9 ,92.8 ,3.1 ,"242,193 ","212,670 ","204,812 ","7,858 ","29,523 "
,,,,,,,,,,,,,,,,
4,T,T,"128,582 ","1,742 ","1,687 ","128,637 ","4,609 ",17.2 ,149.0 ,133.6 ,15.4 ,"1,063,219 ","595,960 ","550,067 ","45,893 ","467,259 "
,M,T,"77,766 ",884 ,903 ,"77,747 ","1,376 ",17.5 ,153.3 ,136.1 ,17.2 ,"1,244,337 ","690,895 ",,,"553,442 "
,F,T,"50,816 ",858 ,784 ,"50,890 ","3,233 ",16.7 ,142.3 ,129.8 ,12.5 ,"786,283 ","450,801 ",,,"335,482 "
,,N,"123,975 ","1,644 ","1,592 ","124,028 ",-,17.3 ,151.2 ,135.4 ,15.8 ,"1,094,370 ","610,912 ","563,590 ","47,322 ","483,458 "
,,P,"4,607 ",98 ,95 ,"4,609 ",-,12.9 ,89.4 ,86.2 ,3.2 ,"224,939 ","193,602 ","186,178 ","7,424 ","31,337 "
,,,,,,,,,,,,,,,,
5,T,T,"116,609 ",834 ,902 ,"116,541 ","6,511 ",18.2 ,157.5 ,142.7 ,14.8 ,"928,908 ","507,433 ","479,997 ","27,436 ","421,475 "
,M,T,"67,989 ",397 ,437 ,"67,949 ",966 ,18.5 ,165.0 ,148.4 ,16.6 ,"1,079,972 ","596,394 ",,,"483,578 "
,F,T,"48,620 ",437 ,465 ,"48,592 ","5,545 ",17.8 ,147.1 ,134.9 ,12.2 ,"717,665 ","383,033 ",,,"334,632 "
,,N,"109,964 ",742 ,676 ,"110,030 ",-,18.5 ,161.3 ,145.8 ,15.5 ,"975,151 ","528,828 ","499,946 ","28,882 ","446,323 "
,,P,"6,645 ",92 ,226 ,"6,511 ",-,14.2 ,93.3 ,91.4 ,1.9 ,"155,639 ","149,667 ","146,421 ","3,246 ","5,972 "
,,,,,,,,,,,,,,,,
7,T,T,"91,796 ",360 ,382 ,"91,774 ","15,267 ",18.6 ,153.9 ,143.3 ,10.6 ,"764,655 ","415,249 ","396,058 ","19,191 ","349,406 "
,M,T,"45,182 ",297 ,191 ,"45,288 ","2,849 ",19.0 ,161.0 ,150.5 ,10.5 ,"832,989 ","529,313 ",,,"303,676 "
,F,T,"46,614 ",63 ,191 ,"46,486 ","12,418 ",18.2 ,147.0 ,136.3 ,10.7 ,"698,252 ","304,407 ",,,"393,845 "
,,N,"76,422 ",318 ,233 ,"76,507 ",-,19.0 ,163.1 ,150.7 ,12.4 ,"867,807 ","462,987 ","440,681 ","22,306 ","404,820 "
,,P,"15,374 ",42 ,149 ,"15,267 ",-,16.2 ,108.6 ,106.5 ,2.1 ,"249,828 ","176,989 ","173,344 ","3,645 ","72,839 "
,,,,,,,,,,,,,,,,
9,T,T,"246,213 ","2,348 ","1,823 ","246,738 ","46,134 ",18.4 ,141.7 ,133.1 ,8.6 ,"598,661 ","313,555 ","300,893 ","12,662 ","285,106 "
,M,T,"101,816 ",763 ,653 ,"101,926 ","8,847 ",18.7 ,149.9 ,140.2 ,9.7 ,"732,401 ","397,393 ",,,"335,008 "
,F,T,"144,397 ","1,585 ","1,170 ","144,812 ","37,287 ",18.1 ,136.0 ,128.2 ,7.8 ,"504,443 ","254,492 ",,,"249,951 "
,,N,"199,696 ","2,028 ","1,069 ","200,604 ",-,19.2 ,154.7 ,144.5 ,10.2 ,"694,752 ","354,200 ","339,223 ","14,977 ","340,552 "
,,P,"46,517 ",320 ,754 ,"46,134 ",-,14.6 ,85.8 ,84.0 ,1.8 ,"183,497 ","137,945 ","135,284 ","2,661 ","45,552 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
L73,,,広告業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,70頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"115,493 ","1,650 ",896 ,"116,247 ","11,582 ",18.2 ,156.2 ,139.7 ,16.5 ,"628,169 ","426,305 ","403,278 ","23,027 ","201,864 "
,M,T,"68,141 ","1,160 ",518 ,"68,783 ","1,900 ",19.0 ,166.2 ,148.3 ,17.9 ,"712,503 ","498,685 ",,,"213,818 "
,F,T,"47,352 ",490 ,378 ,"47,464 ","9,682 ",17.1 ,141.8 ,127.3 ,14.5 ,"506,383 ","321,781 ",,,"184,602 "
,,N,"104,505 ","1,024 ",862 ,"104,665 ",-,18.9 ,165.2 ,147.0 ,18.2 ,"684,320 ","460,822 ","435,427 ","25,395 ","223,498 "
,,P,"10,988 ",626 ,34 ,"11,582 ",-,11.8 ,72.8 ,72.0 ,0.8 ,"107,779 ","106,410 ","105,327 ","1,083 ","1,369 "
,,,,,,,,,,,,,,,,
0,T,T,"74,183 ",513 ,869 ,"73,827 ","2,612 ",18.1 ,162.0 ,140.4 ,21.6 ,"750,295 ","505,102 ","472,539 ","32,563 ","245,193 "
,M,T,"45,859 ",166 ,491 ,"45,534 ",437 ,18.8 ,168.3 ,146.1 ,22.2 ,"822,041 ","572,426 ",,,"249,615 "
,F,T,"28,324 ",347 ,378 ,"28,293 ","2,175 ",17.0 ,151.9 ,131.3 ,20.6 ,"634,480 ","396,425 ",,,"238,055 "
,,N,"71,593 ",485 ,862 ,"71,215 ",-,18.5 ,166.1 ,143.7 ,22.4 ,"773,869 ","519,760 ","486,092 ","33,668 ","254,109 "
,,P,"2,590 ",28 ,7 ,"2,612 ",-,7.5 ,51.8 ,50.7 ,1.1 ,"103,126 ","102,689 ","100,444 ","2,245 ",437 
,,,,,,,,,,,,,,,,
1,T,T,"13,127 ",56 ,112 ,"13,071 ",21 ,18.6 ,169.2 ,138.2 ,31.0 ,"720,297 ","671,461 ","624,883 ","46,578 ","48,836 "
,M,T,"8,138 ",24 ,63 ,"8,099 ",14 ,18.6 ,169.0 ,138.4 ,30.6 ,"803,227 ","753,988 ",,,"49,239 "
,F,T,"4,989 ",32 ,49 ,"4,972 ",7 ,18.5 ,169.6 ,138.0 ,31.6 ,"585,118 ","536,939 ",,,"48,179 "
,,N,"13,104 ",56 ,110 ,"13,050 ",-,18.6 ,169.4 ,138.4 ,31.0 ,"720,884 ","671,967 ","625,356 ","46,611 ","48,917 "
,,P,23 ,0 ,2 ,21 ,-,10.7 ,69.2 ,63.4 ,5.8 ,"371,637 ","370,864 ","344,273 ","26,591 ",773 
,,,,,,,,,,,,,,,,
3,T,T,"8,824 ",69 ,105 ,"8,788 ",127 ,17.1 ,144.0 ,122.4 ,21.6 ,"801,223 ","496,877 ","448,712 ","48,165 ","304,346 "
,M,T,"5,356 ",28 ,48 ,"5,336 ",37 ,17.3 ,144.6 ,122.9 ,21.7 ,"915,317 ","555,507 ",,,"359,810 "
,F,T,"3,468 ",41 ,57 ,"3,452 ",90 ,16.8 ,143.1 ,121.5 ,21.6 ,"624,935 ","406,287 ",,,"218,648 "
,,N,"8,698 ",64 ,100 ,"8,661 ",-,17.2 ,145.4 ,123.5 ,21.9 ,"811,140 ","502,362 ","453,558 ","48,804 ","308,778 "
,,P,126 ,5 ,5 ,127 ,-,9.9 ,53.0 ,46.4 ,6.6 ,"120,719 ","120,498 ","116,142 ","4,356 ",221 
,,,,,,,,,,,,,,,,
4,T,T,"21,951 ",125 ,217 ,"21,859 ",148 ,18.0 ,159.1 ,131.9 ,27.2 ,"752,830 ","601,277 ","554,061 ","47,216 ","151,553 "
,M,T,"13,494 ",52 ,111 ,"13,435 ",51 ,18.1 ,159.3 ,132.3 ,27.0 ,"847,732 ","675,182 ",,,"172,550 "
,F,T,"8,457 ",73 ,106 ,"8,424 ",97 ,17.8 ,158.7 ,131.2 ,27.5 ,"601,440 ","483,381 ",,,"118,059 "
,,N,"21,802 ",120 ,210 ,"21,711 ",-,18.0 ,159.8 ,132.4 ,27.4 ,"756,891 ","604,305 ","556,819 ","47,486 ","152,586 "
,,P,149 ,5 ,7 ,148 ,-,10.0 ,55.4 ,48.9 ,6.5 ,"157,892 ","157,589 ","149,939 ","7,650 ",303 
,,,,,,,,,,,,,,,,
5,T,T,"20,003 ",181 ,213 ,"19,971 ",488 ,18.9 ,180.7 ,153.1 ,27.6 ,"870,826 ","464,159 ","429,994 ","34,165 ","406,667 "
,M,T,"11,636 ",101 ,135 ,"11,602 ",114 ,19.2 ,185.2 ,157.9 ,27.3 ,"898,251 ","502,636 ",,,"395,615 "
,F,T,"8,367 ",80 ,78 ,"8,369 ",374 ,18.6 ,174.7 ,146.6 ,28.1 ,"832,745 ","410,733 ",,,"422,012 "
,,N,"19,538 ",158 ,213 ,"19,483 ",-,19.0 ,182.3 ,154.1 ,28.2 ,"886,781 ","470,229 ","435,415 ","34,814 ","416,552 "
,,P,465 ,23 ,0 ,488 ,-,16.6 ,115.4 ,112.6 ,2.8 ,"217,511 ","215,601 ","208,012 ","7,589 ","1,910 "
,,,,,,,,,,,,,,,,
7,T,T,"32,229 ",207 ,439 ,"31,997 ","1,976 ",17.7 ,152.4 ,138.3 ,14.1 ,"673,548 ","464,982 ","443,410 ","21,572 ","208,566 "
,M,T,"20,729 ",13 ,245 ,"20,497 ",272 ,18.9 ,164.8 ,148.5 ,16.3 ,"762,302 ","544,644 ",,,"217,658 "
,F,T,"11,500 ",194 ,194 ,"11,500 ","1,704 ",15.4 ,130.3 ,120.2 ,10.1 ,"514,462 ","322,191 ",,,"192,271 "
,,N,"30,253 ",207 ,439 ,"30,021 ",-,18.5 ,160.1 ,145.1 ,15.0 ,"713,027 ","490,792 ","467,842 ","22,950 ","222,235 "
,,P,"1,976 ",0 ,0 ,"1,976 ",-,5.1 ,36.2 ,35.9 ,0.3 ,"71,427 ","71,335 ","70,785 ",550 ,92 
,,,,,,,,,,,,,,,,
9,T,T,"41,310 ","1,137 ",27 ,"42,420 ","8,970 ",18.5 ,145.8 ,138.4 ,7.4 ,"412,287 ","287,015 ","280,846 ","6,169 ","125,272 "
,M,T,"22,282 ",994 ,27 ,"23,249 ","1,463 ",19.6 ,161.9 ,152.7 ,9.2 ,"492,630 ","350,666 ",,,"141,964 "
,F,T,"19,028 ",143 ,0 ,"19,171 ","7,507 ",17.1 ,126.6 ,121.3 ,5.3 ,"316,523 ","211,147 ",,,"105,376 "
,,N,"32,912 ",539 ,0 ,"33,450 ",-,19.9 ,163.3 ,154.1 ,9.2 ,"491,616 ","333,990 ","326,398 ","7,592 ","157,626 "
,,P,"8,398 ",598 ,27 ,"8,970 ",-,13.1 ,79.1 ,78.4 ,0.7 ,"109,173 ","107,524 ","106,789 ",735 ,"1,649 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
L74,,,技術サービス業（他に分類されな,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,71頁
,,,いもの）,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
