産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,P,"3,913 ",62 ,6 ,"3,970 ",-,12.4 ,66.6 ,65.5 ,1.1 ,"93,412 ","93,020 ","90,505 ","2,515 ",392 
,,,,,,,,,,,,,,,,
0,T,T,"194,146 ","1,620 ","1,594 ","194,172 ","3,222 ",18.8 ,153.8 ,136.5 ,17.3 ,"537,481 ","459,143 ","401,961 ","57,182 ","78,338 "
,M,T,"166,154 ","1,340 ","1,350 ","166,144 ","2,558 ",19.0 ,155.7 ,137.6 ,18.1 ,"554,786 ","475,115 ",,,"79,671 "
,F,T,"27,992 ",280 ,244 ,"28,028 ",664 ,17.6 ,142.5 ,129.9 ,12.6 ,"434,832 ","364,401 ",,,"70,431 "
,,N,"190,981 ","1,558 ","1,588 ","190,950 ",-,18.9 ,155.3 ,137.7 ,17.6 ,"544,951 ","465,303 ","407,197 ","58,106 ","79,648 "
,,P,"3,165 ",62 ,6 ,"3,222 ",-,12.3 ,66.5 ,65.5 ,1.0 ,"90,814 ","90,793 ","88,855 ","1,938 ",21 
,,,,,,,,,,,,,,,,
1,T,T,"36,481 ",444 ,401 ,"36,524 ",-,18.0 ,151.7 ,135.1 ,16.6 ,"786,291 ","556,223 ","498,243 ","57,980 ","230,068 "
,M,T,"28,812 ",311 ,284 ,"28,839 ",-,18.3 ,154.5 ,137.3 ,17.2 ,"843,488 ","593,881 ",,,"249,607 "
,F,T,"7,669 ",133 ,117 ,"7,685 ",-,17.0 ,141.0 ,126.6 ,14.4 ,"571,530 ","414,827 ",,,"156,703 "
,,N,"36,481 ",444 ,401 ,"36,524 ",-,18.0 ,151.7 ,135.1 ,16.6 ,"786,291 ","556,223 ","498,243 ","57,980 ","230,068 "
,,P,0 ,0 ,0 ,0 ,-,0.0 ,0.0 ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 
,,,,,,,,,,,,,,,,
3,T,T,"22,727 ",99 ,164 ,"22,662 ",418 ,18.6 ,158.6 ,140.6 ,18.0 ,"528,429 ","483,626 ","423,188 ","60,438 ","44,803 "
,M,T,"18,896 ",78 ,132 ,"18,842 ",324 ,18.9 ,162.2 ,143.2 ,19.0 ,"554,133 ","506,302 ",,,"47,831 "
,F,T,"3,831 ",21 ,32 ,"3,820 ",94 ,17.3 ,140.8 ,127.8 ,13.0 ,"401,649 ","371,778 ",,,"29,871 "
,,N,"22,323 ",80 ,158 ,"22,244 ",-,18.7 ,160.0 ,141.8 ,18.2 ,"535,636 ","490,009 ","428,656 ","61,353 ","45,627 "
,,P,404 ,19 ,6 ,418 ,-,14.1 ,82.5 ,76.9 ,5.6 ,"137,729 ","137,564 ","126,729 ","10,835 ",165 
,,,,,,,,,,,,,,,,
4,T,T,"59,208 ",543 ,565 ,"59,186 ",418 ,18.3 ,154.3 ,137.2 ,17.1 ,"687,435 ","528,392 ","469,470 ","58,922 ","159,043 "
,M,T,"47,708 ",389 ,416 ,"47,681 ",324 ,18.5 ,157.6 ,139.7 ,17.9 ,"729,013 ","559,233 ",,,"169,780 "
,F,T,"11,500 ",154 ,149 ,"11,505 ",94 ,17.1 ,140.9 ,127.0 ,13.9 ,"515,031 ","400,510 ",,,"114,521 "
,,N,"58,804 ",524 ,559 ,"58,768 ",-,18.3 ,154.8 ,137.6 ,17.2 ,"691,277 ","531,124 ","471,865 ","59,259 ","160,153 "
,,P,404 ,19 ,6 ,418 ,-,14.1 ,82.5 ,76.9 ,5.6 ,"137,729 ","137,564 ","126,729 ","10,835 ",165 
,,,,,,,,,,,,,,,,
5,T,T,"91,437 ",428 ,765 ,"91,100 ","1,579 ",19.5 ,156.6 ,138.0 ,18.6 ,"520,584 ","457,088 ","392,645 ","64,443 ","63,496 "
,M,T,"80,420 ",302 ,670 ,"80,052 ","1,067 ",19.8 ,159.5 ,139.9 ,19.6 ,"533,187 ","469,130 ",,,"64,057 "
,F,T,"11,017 ",126 ,95 ,"11,048 ",512 ,17.1 ,135.5 ,123.6 ,11.9 ,"428,926 ","369,513 ",,,"59,413 "
,,N,"89,901 ",385 ,765 ,"89,521 ",-,19.7 ,158.3 ,139.4 ,18.9 ,"528,299 ","463,701 ","398,146 ","65,555 ","64,598 "
,,P,"1,536 ",43 ,0 ,"1,579 ",-,10.5 ,54.4 ,54.3 ,0.1 ,"76,199 ","76,199 ","75,796 ",403 ,0 
,,,,,,,,,,,,,,,,
7,T,T,"43,501 ",649 ,264 ,"43,886 ","1,225 ",18.0 ,147.4 ,132.5 ,14.9 ,"369,617 ","369,617 ","329,958 ","39,659 ",0 
,M,T,"38,026 ",649 ,264 ,"38,411 ","1,167 ",17.7 ,145.6 ,130.2 ,15.4 ,"382,707 ","382,707 ",,,0 
,F,T,"5,475 ",0 ,0 ,"5,475 ",58 ,19.6 ,160.0 ,148.6 ,11.4 ,"278,237 ","278,237 ",,,0 
,,N,"42,276 ",649 ,264 ,"42,661 ",-,18.1 ,149.6 ,134.2 ,15.4 ,"377,577 ","377,577 ","336,800 ","40,777 ",0 
,,P,"1,225 ",0 ,0 ,"1,225 ",-,14.1 ,76.3 ,75.9 ,0.4 ,"93,656 ","93,656 ","92,752 ",904 ,0 
,,,,,,,,,,,,,,,,
9,T,T,"19,391 ",0 ,125 ,"19,266 ",748 ,18.8 ,153.4 ,140.1 ,13.3 ,"360,988 ","354,468 ","315,570 ","38,898 ","6,520 "
,M,T,"16,714 ",0 ,125 ,"16,589 ",448 ,19.0 ,156.8 ,142.1 ,14.7 ,"381,175 ","374,444 ",,,"6,731 "
,F,T,"2,677 ",0 ,0 ,"2,677 ",300 ,17.3 ,132.0 ,127.6 ,4.4 ,"235,424 ","230,217 ",,,"5,207 "
,,N,"18,643 ",0 ,125 ,"18,518 ",-,19.0 ,156.9 ,143.1 ,13.8 ,"371,314 ","364,611 ","324,348 ","40,263 ","6,703 "
,,P,748 ,0 ,0 ,748 ,-,12.5 ,67.3 ,65.7 ,1.6 ,"104,501 ","102,525 ","97,546 ","4,979 ","1,976 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
H43,,,道路旅客運送業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,50頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"414,234 ","4,631 ","5,631 ","413,234 ","50,142 ",19.4 ,158.9 ,139.7 ,19.2 ,"303,383 ","293,623 ","249,946 ","43,677 ","9,760 "
,M,T,"370,894 ","3,889 ","4,717 ","370,066 ","37,180 ",19.6 ,162.3 ,142.0 ,20.3 ,"313,465 ","303,340 ",,,"10,125 "
,F,T,"43,340 ",742 ,914 ,"43,168 ","12,962 ",17.1 ,130.9 ,120.7 ,10.2 ,"217,026 ","210,392 ",,,"6,634 "
,,N,"363,763 ","3,940 ","4,421 ","363,092 ",-,20.3 ,169.3 ,148.1 ,21.2 ,"327,780 ","316,716 ","268,330 ","48,386 ","11,064 "
,,P,"50,471 ",691 ,"1,210 ","50,142 ",-,12.7 ,83.7 ,79.2 ,4.5 ,"127,129 ","126,788 ","117,132 ","9,656 ",341 
,,,,,,,,,,,,,,,,
0,T,T,"341,103 ","4,212 ","5,262 ","340,053 ","38,534 ",19.4 ,161.4 ,140.9 ,20.5 ,"313,710 ","302,001 ","254,477 ","47,524 ","11,709 "
,M,T,"309,829 ","3,516 ","4,531 ","308,814 ","29,631 ",19.6 ,164.5 ,143.1 ,21.4 ,"322,492 ","310,526 ",,,"11,966 "
,F,T,"31,274 ",696 ,731 ,"31,239 ","8,903 ",16.8 ,130.9 ,118.9 ,12.0 ,"226,800 ","217,632 ",,,"9,168 "
,,N,"301,954 ","3,631 ","4,059 ","301,519 ",-,20.3 ,171.4 ,148.9 ,22.5 ,"337,223 ","324,063 ","271,835 ","52,228 ","13,160 "
,,P,"39,149 ",581 ,"1,203 ","38,534 ",-,12.1 ,83.5 ,78.7 ,4.8 ,"131,049 ","130,608 ","119,627 ","10,981 ",441 
,,,,,,,,,,,,,,,,
1,T,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,M,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,F,T,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,P,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,
3,T,T,"9,080 ",59 ,109 ,"9,030 ",503 ,18.6 ,154.5 ,137.3 ,17.2 ,"361,822 ","361,822 ","300,321 ","61,501 ",0 
,M,T,"8,337 ",52 ,101 ,"8,288 ",457 ,18.7 ,155.6 ,137.8 ,17.8 ,"368,611 ","368,611 ",,,0 
,F,T,743 ,7 ,8 ,742 ,46 ,17.3 ,141.6 ,131.5 ,10.1 ,"285,822 ","285,822 ",,,0 
,,N,"8,574 ",51 ,97 ,"8,527 ",-,19.2 ,159.6 ,141.7 ,17.9 ,"375,644 ","375,644 ","311,119 ","64,525 ",0 
,,P,506 ,8 ,12 ,503 ,-,9.0 ,66.6 ,62.0 ,4.6 ,"127,564 ","127,564 ","117,302 ","10,262 ",0 
,,,,,,,,,,,,,,,,
4,T,T,"19,051 ",190 ,261 ,"18,980 ","1,722 ",18.4 ,145.3 ,133.6 ,11.7 ,"352,484 ","352,484 ","272,811 ","79,673 ",0 
,M,T,"17,705 ",167 ,228 ,"17,644 ","1,545 ",18.5 ,146.0 ,134.1 ,11.9 ,"357,491 ","357,491 ",,,0 
,F,T,"1,346 ",23 ,33 ,"1,336 ",177 ,17.1 ,135.6 ,126.9 ,8.7 ,"286,497 ","286,497 ",,,0 
,,N,"17,342 ",137 ,220 ,"17,258 ",-,19.6 ,155.9 ,143.2 ,12.7 ,"379,479 ","379,479 ","292,213 ","87,266 ",0 
,,P,"1,709 ",53 ,41 ,"1,722 ",-,6.3 ,38.4 ,36.9 ,1.5 ,"80,251 ","80,251 ","77,147 ","3,104 ",0 
,,,,,,,,,,,,,,,,
5,T,T,"182,923 ",744 ,"2,668 ","180,999 ","17,143 ",19.5 ,167.6 ,143.2 ,24.4 ,"312,424 ","311,565 ","265,425 ","46,140 ",859 
,M,T,"163,210 ",697 ,"2,226 ","161,681 ","12,145 ",19.9 ,171.7 ,146.0 ,25.7 ,"322,479 ","321,580 ",,,899 
,F,T,"19,713 ",47 ,442 ,"19,318 ","4,998 ",16.5 ,133.7 ,120.1 ,13.6 ,"228,733 ","228,199 ",,,534 
,,N,"165,436 ",614 ,"2,189 ","163,856 ",-,20.3 ,175.5 ,149.5 ,26.0 ,"331,233 ","330,321 ","280,621 ","49,700 ",912 
,,P,"17,487 ",130 ,479 ,"17,143 ",-,12.1 ,92.4 ,83.7 ,8.7 ,"133,571 ","133,213 ","120,917 ","12,296 ",358 
,,,,,,,,,,,,,,,,
7,T,T,"139,129 ","3,278 ","2,333 ","140,074 ","19,669 ",19.4 ,155.4 ,138.8 ,16.6 ,"310,105 ","282,658 ","237,710 ","44,948 ","27,447 "
,M,T,"128,914 ","2,652 ","2,077 ","129,489 ","15,941 ",19.5 ,157.9 ,140.7 ,17.2 ,"317,722 ","290,203 ",,,"27,519 "
,F,T,"10,215 ",626 ,256 ,"10,585 ","3,728 ",17.2 ,124.9 ,115.5 ,9.4 ,"215,475 ","188,923 ",,,"26,552 "
,,N,"119,176 ","2,880 ","1,650 ","120,405 ",-,20.5 ,168.0 ,148.9 ,19.1 ,"339,354 ","307,459 ","256,817 ","50,642 ","31,895 "
,,P,"19,953 ",398 ,683 ,"19,669 ",-,12.7 ,79.7 ,78.0 ,1.7 ,"133,243 ","132,691 ","122,178 ","10,513 ",552 
,,,,,,,,,,,,,,,,
9,T,T,"73,131 ",419 ,369 ,"73,181 ","11,608 ",19.3 ,147.7 ,134.5 ,13.2 ,"255,305 ","254,619 ","228,851 ","25,768 ",686 
,M,T,"61,065 ",373 ,186 ,"61,252 ","7,549 ",19.6 ,151.0 ,136.3 ,14.7 ,"267,810 ","266,995 ",,,815 
,F,T,"12,066 ",46 ,183 ,"11,929 ","4,059 ",17.9 ,130.7 ,125.3 ,5.4 ,"191,564 ","191,533 ",,,31 
,,N,"61,809 ",309 ,362 ,"61,573 ",-,20.2 ,159.5 ,144.5 ,15.0 ,"281,595 ","280,781 ","251,184 ","29,597 ",814 
,,P,"11,322 ",110 ,7 ,"11,608 ",-,14.5 ,84.2 ,80.7 ,3.5 ,"113,849 ","113,849 ","108,679 ","5,170 ",0 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
H44,,,道路貨物運送業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,51頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"1,583,442 ","12,411 ","20,132 ","1,575,721 ","309,474 ",18.8 ,165.3 ,140.7 ,24.6 ,"300,176 ","297,876 ","254,667 ","43,209 ","2,300 "
,M,T,"1,211,848 ","10,253 ","13,348 ","1,208,753 ","128,710 ",19.3 ,176.2 ,147.3 ,28.9 ,"331,142 ","328,470 ",,,"2,672 "
,F,T,"371,594 ","2,158 ","6,784 ","366,968 ","180,764 ",17.2 ,129.4 ,119.1 ,10.3 ,"198,688 ","197,607 ",,,"1,081 "
,,N,"1,265,671 ","9,782 ","14,847 ","1,266,247 ",-,19.6 ,181.8 ,152.3 ,29.5 ,"341,066 ","338,502 ","286,859 ","51,643 ","2,564 "
,,P,"317,771 ","2,629 ","5,285 ","309,474 ",-,15.8 ,98.6 ,94.0 ,4.6 ,"135,123 ","133,887 ","124,722 ","9,165 ","1,236 "
,,,,,,,,,,,,,,,,
0,T,T,"1,034,565 ","8,749 ","14,916 ","1,028,398 ","259,270 ",18.5 ,161.5 ,137.3 ,24.2 ,"293,310 ","291,781 ","248,109 ","43,672 ","1,529 "
,M,T,"745,748 ","6,924 ","8,632 ","744,040 ","107,002 ",19.0 ,174.6 ,145.2 ,29.4 ,"331,606 ","329,924 ",,,"1,682 "
,F,T,"288,817 ","1,825 ","6,284 ","284,358 ","152,268 ",17.0 ,127.4 ,116.9 ,10.5 ,"193,770 ","192,639 ",,,"1,131 "
,,N,"767,253 ","6,550 ","10,316 ","769,128 ",-,19.2 ,181.8 ,151.1 ,30.7 ,"346,117 ","344,516 ","289,269 ","55,247 ","1,601 "
,,P,"267,312 ","2,199 ","4,600 ","259,270 ",-,16.2 ,102.1 ,97.1 ,5.0 ,"139,238 ","137,919 ","128,021 ","9,898 ","1,319 "
,,,,,,,,,,,,,,,,
1,T,T,"14,429 ",215 ,211 ,"14,433 ","5,444 ",17.7 ,142.8 ,126.1 ,16.7 ,"352,985 ","352,692 ","304,559 ","48,133 ",293 
,M,T,"10,394 ",155 ,146 ,"10,403 ","2,953 ",17.9 ,148.9 ,129.7 ,19.2 ,"393,866 ","393,551 ",,,315 
,F,T,"4,035 ",60 ,65 ,"4,030 ","2,491 ",17.0 ,127.3 ,116.9 ,10.4 ,"247,567 ","247,331 ",,,236 
,,N,"8,972 ",147 ,129 ,"8,989 ",-,18.6 ,175.4 ,149.8 ,25.6 ,"479,190 ","478,940 ","409,862 ","69,078 ",250 
,,P,"5,457 ",68 ,82 ,"5,444 ",-,16.1 ,89.2 ,87.1 ,2.1 ,"145,043 ","144,680 ","131,057 ","13,623 ",363 
,,,,,,,,,,,,,,,,
3,T,T,"27,746 ",436 ,695 ,"27,487 ","11,993 ",17.8 ,140.7 ,124.1 ,16.6 ,"300,323 ","298,811 ","254,573 ","44,238 ","1,512 "
,M,T,"18,986 ",339 ,436 ,"18,889 ","6,202 ",18.4 ,152.7 ,132.1 ,20.6 ,"349,759 ","347,620 ",,,"2,139 "
,F,T,"8,760 ",97 ,259 ,"8,598 ","5,791 ",16.5 ,114.3 ,106.5 ,7.8 ,"192,454 ","192,310 ",,,144 
,,N,"15,616 ",290 ,412 ,"15,494 ",-,19.4 ,177.5 ,151.3 ,26.2 ,"420,814 ","418,204 ","349,243 ","68,961 ","2,610 "
,,P,"12,130 ",146 ,283 ,"11,993 ",-,15.8 ,93.2 ,89.0 ,4.2 ,"144,933 ","144,837 ","132,481 ","12,356 ",96 
,,,,,,,,,,,,,,,,
4,T,T,"42,175 ",651 ,906 ,"41,920 ","17,437 ",17.8 ,141.5 ,124.8 ,16.7 ,"318,397 ","317,303 ","271,728 ","45,575 ","1,094 "
,M,T,"29,380 ",494 ,582 ,"29,292 ","9,155 ",18.2 ,151.4 ,131.3 ,20.1 ,"365,394 ","363,901 ",,,"1,493 "
,F,T,"12,795 ",157 ,324 ,"12,628 ","8,282 ",16.7 ,118.4 ,109.8 ,8.6 ,"209,937 ","209,764 ",,,173 
,,N,"24,588 ",437 ,541 ,"24,483 ",-,19.1 ,176.8 ,150.8 ,26.0 ,"442,180 ","440,434 ","371,430 ","69,004 ","1,746 "
,,P,"17,587 ",214 ,365 ,"17,437 ",-,15.9 ,92.0 ,88.4 ,3.6 ,"144,967 ","144,788 ","132,038 ","12,750 ",179 
,,,,,,,,,,,,,,,,
5,T,T,"342,626 ","2,605 ","4,210 ","341,021 ","109,193 ",18.3 ,157.6 ,134.5 ,23.1 ,"279,003 ","277,922 ","231,252 ","46,670 ","1,081 "
,M,T,"230,632 ","1,567 ","2,475 ","229,724 ","45,771 ",19.2 ,175.3 ,145.9 ,29.4 ,"325,164 ","324,218 ",,,946 
,F,T,"111,994 ","1,038 ","1,735 ","111,297 ","63,422 ",16.5 ,120.8 ,110.8 ,10.0 ,"183,834 ","182,475 ",,,"1,359 "
,,N,"227,516 ","1,523 ","2,922 ","231,828 ",-,19.5 ,185.5 ,153.4 ,32.1 ,"345,649 ","345,009 ","280,601 ","64,408 ",640 
,,P,"115,110 ","1,082 ","1,288 ","109,193 ",-,15.8 ,100.4 ,95.7 ,4.7 ,"142,521 ","140,537 ","130,190 ","10,347 ","1,984 "
,,,,,,,,,,,,,,,,
7,T,T,"649,764 ","5,493 ","9,800 ","645,457 ","132,640 ",18.6 ,164.8 ,139.6 ,25.2 ,"299,233 ","297,439 ","255,474 ","41,965 ","1,794 "
,M,T,"485,736 ","4,863 ","5,575 ","485,024 ","52,076 ",19.0 ,175.6 ,145.6 ,30.0 ,"332,620 ","330,577 ",,,"2,043 "
,F,T,"164,028 ",630 ,"4,225 ","160,433 ","80,564 ",17.4 ,132.7 ,121.6 ,11.1 ,"199,342 ","198,292 ",,,"1,050 "
,,N,"515,149 ","4,590 ","6,853 ","512,817 ",-,19.1 ,180.4 ,150.0 ,30.4 ,"341,739 ","339,716 ","289,218 ","50,498 ","2,023 "
,,P,"134,615 ",903 ,"2,947 ","132,640 ",-,16.5 ,104.9 ,99.5 ,5.4 ,"135,733 ","134,822 ","125,675 ","9,147 ",911 
,,,,,,,,,,,,,,,,
9,T,T,"548,877 ","3,662 ","5,216 ","547,323 ","50,204 ",19.5 ,172.6 ,147.2 ,25.4 ,"313,098 ","309,347 ","267,009 ","42,338 ","3,751 "
,M,T,"466,100 ","3,329 ","4,716 ","464,713 ","21,708 ",19.8 ,179.0 ,150.8 ,28.2 ,"330,399 ","326,142 ",,,"4,257 "
,F,T,"82,777 ",333 ,500 ,"82,610 ","28,496 ",17.7 ,136.4 ,127.0 ,9.4 ,"215,729 ","214,824 ",,,905 
,,N,"498,418 ","3,232 ","4,531 ","497,119 ",-,20.1 ,181.9 ,154.3 ,27.6 ,"333,271 ","329,222 ","283,142 ","46,080 ","4,049 "
,,P,"50,459 ",430 ,685 ,"50,204 ",-,14.0 ,80.5 ,77.7 ,2.8 ,"113,597 ","112,793 ","107,463 ","5,330 ",804 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
I-1,,,卸売業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,52頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"3,144,207 ","34,868 ","33,863 ","3,145,212 ","344,519 ",17.6 ,142.2 ,132.5 ,9.7 ,"389,708 ","378,874 ","359,094 ","19,780 ","10,834 "
,M,T,"2,001,538 ","20,333 ","21,861 ","2,000,010 ","92,700 ",17.9 ,149.0 ,137.7 ,11.3 ,"448,766 ","436,609 ",,,"12,157 "
,F,T,"1,142,669 ","14,535 ","12,002 ","1,145,202 ","251,819 ",17.0 ,130.1 ,123.4 ,6.7 ,"286,413 ","277,893 ",,,"8,520 "
,,N,"2,797,354 ","31,129 ","27,344 ","2,800,693 ",-,17.9 ,148.5 ,138.0 ,10.5 ,"422,192 ","410,181 ","388,396 ","21,785 ","12,011 "
,,P,"346,853 ","3,739 ","6,519 ","344,519 ",-,14.9 ,90.1 ,87.6 ,2.5 ,"126,681 ","125,375 ","121,833 ","3,542 ","1,306 "
,,,,,,,,,,,,,,,,
0,T,T,"1,746,385 ","21,834 ","21,319 ","1,746,900 ","156,693 ",17.8 ,146.0 ,134.8 ,11.2 ,"431,281 ","419,976 ","394,608 ","25,368 ","11,305 "
,M,T,"1,084,282 ","13,703 ","13,505 ","1,084,480 ","41,591 ",18.2 ,152.3 ,139.5 ,12.8 ,"499,615 ","486,318 ",,,"13,297 "
,F,T,"662,103 ","8,131 ","7,814 ","662,420 ","115,102 ",17.3 ,135.7 ,127.1 ,8.6 ,"319,391 ","311,349 ",,,"8,042 "
,,N,"1,588,029 ","20,238 ","18,297 ","1,590,207 ",-,18.1 ,150.8 ,138.8 ,12.0 ,"460,098 ","447,758 ","420,466 ","27,292 ","12,340 "
,,P,"158,356 ","1,596 ","3,022 ","156,693 ",-,15.4 ,98.1 ,94.5 ,3.6 ,"140,566 ","139,712 ","133,749 ","5,963 ",854 
,,,,,,,,,,,,,,,,
1,T,T,"200,722 ","3,024 ","2,809 ","200,937 ","7,770 ",17.6 ,148.2 ,134.8 ,13.4 ,"605,910 ","566,053 ","530,596 ","35,457 ","39,857 "
,M,T,"133,417 ","1,872 ","1,753 ","133,536 ","2,237 ",17.9 ,152.2 ,137.7 ,14.5 ,"682,451 ","631,737 ",,,"50,714 "
,F,T,"67,305 ","1,152 ","1,056 ","67,401 ","5,533 ",17.2 ,140.2 ,129.0 ,11.2 ,"454,229 ","435,886 ",,,"18,343 "
,,N,"192,958 ","2,909 ","2,686 ","193,167 ",-,17.8 ,150.1 ,136.2 ,13.9 ,"622,478 ","581,133 ","544,466 ","36,667 ","41,345 "
,,P,"7,764 ",115 ,123 ,"7,770 ",-,14.8 ,100.2 ,98.2 ,2.0 ,"194,110 ","191,227 ","185,847 ","5,380 ","2,883 "
,,,,,,,,,,,,,,,,
3,T,T,"144,878 ","1,753 ","1,595 ","145,036 ","11,124 ",17.7 ,147.0 ,134.2 ,12.8 ,"490,422 ","475,803 ","444,549 ","31,254 ","14,619 "
,M,T,"91,686 ","1,136 ","1,035 ","91,787 ","3,054 ",18.0 ,152.5 ,138.2 ,14.3 ,"559,741 ","545,467 ",,,"14,274 "
,F,T,"53,192 ",617 ,560 ,"53,249 ","8,070 ",17.2 ,137.6 ,127.2 ,10.4 ,"370,935 ","355,723 ",,,"15,212 "
,,N,"133,603 ","1,517 ","1,471 ","133,912 ",-,18.0 ,151.3 ,137.6 ,13.7 ,"519,688 ","504,020 ","470,485 ","33,535 ","15,668 "
,,P,"11,275 ",236 ,124 ,"11,124 ",-,15.1 ,96.1 ,93.2 ,2.9 ,"140,882 ","138,800 ","134,790 ","4,010 ","2,082 "
,,,,,,,,,,,,,,,,
4,T,T,"345,600 ","4,777 ","4,404 ","345,973 ","18,894 ",17.7 ,147.7 ,134.5 ,13.2 ,"557,497 ","528,220 ","494,525 ","33,695 ","29,277 "
,M,T,"225,103 ","3,008 ","2,788 ","225,323 ","5,291 ",17.9 ,152.3 ,137.9 ,14.4 ,"632,467 ","596,596 ",,,"35,871 "
,F,T,"120,497 ","1,769 ","1,616 ","120,650 ","13,603 ",17.2 ,139.0 ,128.2 ,10.8 ,"417,463 ","400,502 ",,,"16,961 "
,,N,"326,561 ","4,426 ","4,157 ","327,079 ",-,17.8 ,150.6 ,136.8 ,13.8 ,"580,409 ","549,573 ","514,188 ","35,385 ","30,836 "
,,P,"19,039 ",351 ,247 ,"18,894 ",-,15.0 ,97.8 ,95.2 ,2.6 ,"162,680 ","160,270 ","155,699 ","4,571 ","2,410 "
,,,,,,,,,,,,,,,,
5,T,T,"604,156 ","8,787 ","9,359 ","603,584 ","45,768 ",17.9 ,148.6 ,136.5 ,12.1 ,"441,795 ","437,451 ","411,964 ","25,487 ","4,344 "
,M,T,"370,761 ","6,004 ","5,977 ","370,788 ","11,042 ",18.2 ,154.8 ,141.1 ,13.7 ,"509,083 ","504,764 ",,,"4,319 "
,F,T,"233,395 ","2,783 ","3,382 ","232,796 ","34,726 ",17.5 ,138.6 ,129.1 ,9.5 ,"334,761 ","330,378 ",,,"4,383 "
,,N,"557,520 ","8,313 ","7,883 ","557,816 ",-,18.1 ,152.6 ,139.8 ,12.8 ,"466,184 ","461,595 ","434,388 ","27,207 ","4,589 "
,,P,"46,636 ",474 ,"1,476 ","45,768 ",-,15.6 ,100.4 ,96.9 ,3.5 ,"147,403 ","146,019 ","141,299 ","4,720 ","1,384 "
,,,,,,,,,,,,,,,,
7,T,T,"796,629 ","8,270 ","7,556 ","797,343 ","92,031 ",17.8 ,143.3 ,133.6 ,9.7 ,"368,554 ","359,773 ","338,107 ","21,666 ","8,781 "
,M,T,"488,418 ","4,691 ","4,740 ","488,369 ","25,258 ",18.2 ,150.5 ,139.1 ,11.4 ,"431,164 ","421,461 ",,,"9,703 "
,F,T,"308,211 ","3,579 ","2,816 ","308,974 ","66,773 ",17.3 ,132.1 ,125.1 ,7.0 ,"269,463 ","262,142 ",,,"7,321 "
