産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,N,"703,948 ","7,499 ","6,257 ","705,312 ",-,18.2 ,149.4 ,138.9 ,10.5 ,"399,479 ","389,583 ","365,978 ","23,605 ","9,896 "
,,P,"92,681 ",771 ,"1,299 ","92,031 ",-,15.4 ,97.1 ,93.2 ,3.9 ,"132,604 ","132,335 ","125,464 ","6,871 ",269 
,,,,,,,,,,,,,,,,
9,T,T,"1,397,822 ","13,034 ","12,544 ","1,398,312 ","187,826 ",17.3 ,137.3 ,129.6 ,7.7 ,"337,770 ","327,523 ","314,726 ","12,797 ","10,247 "
,M,T,"917,256 ","6,630 ","8,356 ","915,530 ","51,109 ",17.7 ,145.2 ,135.6 ,9.6 ,"388,597 ","377,788 ",,,"10,809 "
,F,T,"480,566 ","6,404 ","4,188 ","482,782 ","136,717 ",16.6 ,122.4 ,118.2 ,4.2 ,"241,070 ","231,892 ",,,"9,178 "
,,N,"1,209,325 ","10,891 ","9,047 ","1,210,486 ",-,17.7 ,145.8 ,137.1 ,8.7 ,"372,406 ","360,827 ","346,275 ","14,552 ","11,579 "
,,P,"188,497 ","2,143 ","3,497 ","187,826 ",-,14.5 ,83.3 ,81.8 ,1.5 ,"115,057 ","113,373 ","111,857 ","1,516 ","1,684 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
I51,,,繊維・衣服等卸売業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,53頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"153,651 ",909 ,"1,283 ","153,277 ","20,332 ",17.4 ,137.3 ,131.1 ,6.2 ,"330,011 ","327,545 ","317,681 ","9,864 ","2,466 "
,M,T,"69,693 ",180 ,749 ,"69,124 ","3,565 ",17.7 ,143.8 ,136.6 ,7.2 ,"409,693 ","405,947 ",,,"3,746 "
,F,T,"83,958 ",729 ,534 ,"84,153 ","16,767 ",17.2 ,132.0 ,126.5 ,5.5 ,"264,214 ","262,804 ",,,"1,410 "
,,N,"132,753 ",804 ,610 ,"132,945 ",-,18.0 ,145.3 ,138.3 ,7.0 ,"361,783 ","359,016 ","348,035 ","10,981 ","2,767 "
,,P,"20,898 ",105 ,673 ,"20,332 ",-,14.0 ,86.2 ,84.8 ,1.4 ,"125,263 ","124,733 ","122,065 ","2,668 ",530 
,,,,,,,,,,,,,,,,
0,T,T,"90,363 ",446 ,796 ,"90,013 ","9,407 ",17.9 ,142.0 ,134.2 ,7.8 ,"349,958 ","347,250 ","332,367 ","14,883 ","2,708 "
,M,T,"34,272 ",180 ,262 ,"34,190 ","1,286 ",18.2 ,150.0 ,139.5 ,10.5 ,"459,080 ","454,216 ",,,"4,864 "
,F,T,"56,091 ",266 ,534 ,"55,823 ","8,121 ",17.8 ,137.1 ,131.0 ,6.1 ,"283,204 ","281,815 ",,,"1,389 "
,,N,"80,705 ",341 ,439 ,"80,606 ",-,18.2 ,146.8 ,138.4 ,8.4 ,"373,554 ","370,661 ","354,584 ","16,077 ","2,893 "
,,P,"9,658 ",105 ,357 ,"9,407 ",-,15.4 ,101.6 ,98.9 ,2.7 ,"150,313 ","149,168 ","144,388 ","4,780 ","1,145 "
,,,,,,,,,,,,,,,,
1,T,T,"5,766 ",50 ,95 ,"5,721 ",423 ,19.0 ,148.2 ,140.6 ,7.6 ,"395,675 ","392,696 ","377,551 ","15,145 ","2,979 "
,M,T,"1,866 ",14 ,29 ,"1,851 ",50 ,19.2 ,157.3 ,141.9 ,15.4 ,"571,204 ","569,528 ",,,"1,676 "
,F,T,"3,900 ",36 ,66 ,"3,870 ",373 ,18.9 ,143.7 ,139.9 ,3.8 ,"311,706 ","308,104 ",,,"3,602 "
,,N,"5,361 ",25 ,88 ,"5,298 ",-,19.2 ,150.4 ,142.3 ,8.1 ,"410,993 ","408,902 ","392,690 ","16,212 ","2,091 "
,,P,405 ,25 ,7 ,423 ,-,16.3 ,118.5 ,117.9 ,0.6 ,"198,488 ","184,080 ","182,677 ","1,403 ","14,408 "
,,,,,,,,,,,,,,,,
3,T,T,"12,363 ",62 ,94 ,"12,331 ",987 ,18.3 ,143.4 ,135.0 ,8.4 ,"360,682 ","350,627 ","330,188 ","20,439 ","10,055 "
,M,T,"4,040 ",17 ,21 ,"4,036 ",51 ,18.5 ,151.0 ,139.7 ,11.3 ,"480,026 ","459,425 ",,,"20,601 "
,F,T,"8,323 ",45 ,73 ,"8,295 ",936 ,18.3 ,139.8 ,132.8 ,7.0 ,"302,683 ","297,754 ",,,"4,929 "
,,N,"11,382 ",45 ,83 ,"11,344 ",-,18.4 ,146.9 ,137.9 ,9.0 ,"378,872 ","367,947 ","345,904 ","22,043 ","10,925 "
,,P,981 ,17 ,11 ,987 ,-,17.5 ,103.1 ,101.6 ,1.5 ,"150,621 ","150,621 ","148,709 ","1,912 ",0 
,,,,,,,,,,,,,,,,
4,T,T,"18,129 ",112 ,189 ,"18,052 ","1,410 ",18.5 ,144.9 ,136.8 ,8.1 ,"371,792 ","363,984 ","345,226 ","18,758 ","7,808 "
,M,T,"5,906 ",31 ,50 ,"5,887 ",101 ,18.7 ,153.0 ,140.4 ,12.6 ,"508,764 ","494,128 ",,,"14,636 "
,F,T,"12,223 ",81 ,139 ,"12,165 ","1,309 ",18.5 ,141.1 ,135.1 ,6.0 ,"305,557 ","301,051 ",,,"4,506 "
,,N,"16,743 ",70 ,171 ,"16,642 ",-,18.7 ,148.0 ,139.3 ,8.7 ,"389,128 ","381,023 ","360,842 ","20,181 ","8,105 "
,,P,"1,386 ",42 ,18 ,"1,410 ",-,17.1 ,107.7 ,106.4 ,1.3 ,"164,796 ","160,529 ","158,768 ","1,761 ","4,267 "
,,,,,,,,,,,,,,,,
5,T,T,"38,155 ",183 ,97 ,"38,241 ","2,930 ",18.6 ,150.7 ,140.3 ,10.4 ,"344,271 ","344,271 ","323,328 ","20,943 ",0 
,M,T,"14,433 ",61 ,36 ,"14,458 ",474 ,18.7 ,159.7 ,144.3 ,15.4 ,"460,066 ","460,066 ",,,0 
,F,T,"23,722 ",122 ,61 ,"23,783 ","2,456 ",18.5 ,145.3 ,137.9 ,7.4 ,"273,848 ","273,848 ",,,0 
,,N,"35,164 ",183 ,36 ,"35,311 ",-,18.7 ,153.5 ,142.7 ,10.8 ,"358,370 ","358,370 ","336,603 ","21,767 ",0 
,,P,"2,991 ",0 ,61 ,"2,930 ",-,17.0 ,118.3 ,111.8 ,6.5 ,"176,449 ","176,449 ","165,315 ","11,134 ",0 
,,,,,,,,,,,,,,,,
7,T,T,"34,079 ",151 ,510 ,"33,720 ","5,067 ",16.9 ,130.6 ,126.0 ,4.6 ,"344,715 ","341,678 ","335,692 ","5,986 ","3,037 "
,M,T,"13,933 ",88 ,176 ,"13,845 ",711 ,17.6 ,138.7 ,134.1 ,4.6 ,"436,962 ","431,188 ",,,"5,774 "
,F,T,"20,146 ",63 ,334 ,"19,875 ","4,356 ",16.5 ,124.9 ,120.3 ,4.6 ,"280,689 ","279,551 ",,,"1,138 "
,,N,"28,798 ",88 ,232 ,"28,653 ",-,17.5 ,137.8 ,132.5 ,5.3 ,"383,129 ","379,717 ","373,006 ","6,711 ","3,412 "
,,P,"5,281 ",63 ,278 ,"5,067 ",-,14.0 ,90.4 ,89.4 ,1.0 ,"131,445 ","130,488 ","128,528 ","1,960 ",957 
,,,,,,,,,,,,,,,,
9,T,T,"63,288 ",463 ,487 ,"63,264 ","10,925 ",16.7 ,130.7 ,126.7 ,4.0 ,"301,580 ","299,458 ","296,747 ","2,711 ","2,122 "
,M,T,"35,421 ",0 ,487 ,"34,934 ","2,279 ",17.1 ,137.8 ,133.9 ,3.9 ,"361,634 ","358,976 ",,,"2,658 "
,F,T,"27,867 ",463 ,0 ,"28,330 ","8,646 ",16.2 ,122.0 ,117.7 ,4.3 ,"226,396 ","224,945 ",,,"1,451 "
,,N,"52,048 ",463 ,171 ,"52,339 ",-,17.6 ,142.9 ,138.1 ,4.8 ,"343,594 ","341,021 ","337,915 ","3,106 ","2,573 "
,,P,"11,240 ",0 ,316 ,"10,925 ",-,12.7 ,73.0 ,72.7 ,0.3 ,"103,716 ","103,716 ","102,864 ",852 ,0 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
I52,,,飲食料品卸売業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,54頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"593,165 ","7,833 ","6,247 ","594,751 ","112,221 ",18.3 ,145.6 ,134.8 ,10.8 ,"324,170 ","319,460 ","300,542 ","18,918 ","4,710 "
,M,T,"356,646 ","3,013 ","4,298 ","355,361 ","29,447 ",19.0 ,157.3 ,143.7 ,13.6 ,"387,684 ","382,790 ",,,"4,894 "
,F,T,"236,519 ","4,820 ","1,949 ","239,390 ","82,774 ",17.4 ,128.0 ,121.4 ,6.6 ,"229,146 ","224,711 ",,,"4,435 "
,,N,"481,137 ","6,259 ","4,875 ","482,530 ",-,19.0 ,158.2 ,145.7 ,12.5 ,"372,182 ","366,564 ","344,105 ","22,459 ","5,618 "
,,P,"112,028 ","1,574 ","1,372 ","112,221 ",-,15.4 ,91.0 ,87.6 ,3.4 ,"117,843 ","117,038 ","113,337 ","3,701 ",805 
,,,,,,,,,,,,,,,,
0,T,T,"317,734 ","3,893 ","3,813 ","317,814 ","49,796 ",18.2 ,148.3 ,135.5 ,12.8 ,"365,517 ","361,128 ","334,653 ","26,475 ","4,389 "
,M,T,"195,244 ","1,964 ","2,860 ","194,348 ","14,936 ",18.7 ,156.9 ,141.6 ,15.3 ,"428,125 ","423,906 ",,,"4,219 "
,F,T,"122,490 ","1,929 ",953 ,"123,466 ","34,860 ",17.5 ,134.8 ,125.9 ,8.9 ,"266,347 ","261,688 ",,,"4,659 "
,,N,"267,919 ","3,493 ","3,402 ","268,018 ",-,18.7 ,158.2 ,143.7 ,14.5 ,"409,211 ","404,085 ","373,663 ","30,422 ","5,126 "
,,P,"49,815 ",400 ,411 ,"49,796 ",-,15.5 ,95.1 ,91.5 ,3.6 ,"130,434 ","130,009 ","124,771 ","5,238 ",425 
,,,,,,,,,,,,,,,,
1,T,T,"11,949 ",69 ,169 ,"11,849 ","1,913 ",17.9 ,144.3 ,130.6 ,13.7 ,"399,889 ","398,607 ","368,819 ","29,788 ","1,282 "
,M,T,"6,682 ",41 ,71 ,"6,652 ",332 ,18.7 ,156.4 ,140.2 ,16.2 ,"493,375 ","491,938 ",,,"1,437 "
,F,T,"5,267 ",28 ,98 ,"5,197 ","1,581 ",16.9 ,128.8 ,118.4 ,10.4 ,"280,761 ","279,677 ",,,"1,084 "
,,N,"10,018 ",55 ,136 ,"9,936 ",-,18.3 ,152.9 ,137.0 ,15.9 ,"447,991 ","446,856 ","411,989 ","34,867 ","1,135 "
,,P,"1,931 ",14 ,33 ,"1,913 ",-,15.7 ,99.7 ,97.7 ,2.0 ,"150,191 ","148,149 ","144,727 ","3,422 ","2,042 "
,,,,,,,,,,,,,,,,
3,T,T,"17,037 ",77 ,140 ,"16,974 ","1,849 ",18.0 ,148.9 ,137.2 ,11.7 ,"505,031 ","446,576 ","417,797 ","28,779 ","58,455 "
,M,T,"10,190 ",40 ,89 ,"10,141 ",361 ,18.3 ,153.8 ,140.5 ,13.3 ,"572,712 ","518,379 ",,,"54,333 "
,F,T,"6,847 ",37 ,51 ,"6,833 ","1,488 ",17.5 ,141.6 ,132.1 ,9.5 ,"404,444 ","339,862 ",,,"64,582 "
,,N,"15,192 ",65 ,132 ,"15,125 ",-,18.2 ,154.1 ,141.4 ,12.7 ,"546,884 ","481,358 ","449,376 ","31,982 ","65,526 "
,,P,"1,845 ",12 ,8 ,"1,849 ",-,15.9 ,106.1 ,102.4 ,3.7 ,"161,541 ","161,119 ","158,633 ","2,486 ",422 
,,,,,,,,,,,,,,,,
4,T,T,"28,986 ",146 ,309 ,"28,823 ","3,762 ",17.9 ,147.0 ,134.5 ,12.5 ,"461,748 ","426,829 ","397,635 ","29,194 ","34,919 "
,M,T,"16,872 ",81 ,160 ,"16,793 ",693 ,18.5 ,154.8 ,140.4 ,14.4 ,"541,289 ","507,907 ",,,"33,382 "
,F,T,"12,114 ",65 ,149 ,"12,030 ","3,069 ",17.2 ,136.1 ,126.2 ,9.9 ,"350,840 ","313,778 ",,,"37,062 "
,,N,"25,210 ",120 ,268 ,"25,061 ",-,18.3 ,153.6 ,139.6 ,14.0 ,"507,631 ","467,663 ","434,535 ","33,128 ","39,968 "
,,P,"3,776 ",26 ,41 ,"3,762 ",-,15.8 ,102.8 ,100.0 ,2.8 ,"155,753 ","154,505 ","151,542 ","2,963 ","1,248 "
,,,,,,,,,,,,,,,,
5,T,T,"118,239 ","1,786 ","2,879 ","117,146 ","15,046 ",18.3 ,152.5 ,138.4 ,14.1 ,"410,956 ","409,325 ","379,312 ","30,013 ","1,631 "
,M,T,"70,953 ","1,292 ","2,196 ","70,049 ","3,891 ",18.7 ,158.7 ,142.7 ,16.0 ,"490,513 ","488,555 ",,,"1,958 "
,F,T,"47,286 ",494 ,683 ,"47,097 ","11,155 ",17.7 ,143.2 ,132.0 ,11.2 ,"292,103 ","290,960 ",,,"1,143 "
,,N,"103,127 ","1,580 ","2,616 ","102,100 ",-,18.7 ,160.1 ,144.9 ,15.2 ,"450,111 ","448,297 ","415,039 ","33,258 ","1,814 "
,,P,"15,112 ",206 ,263 ,"15,046 ",-,15.4 ,101.0 ,94.2 ,6.8 ,"144,507 ","144,117 ","136,188 ","7,929 ",390 
,,,,,,,,,,,,,,,,
7,T,T,"170,509 ","1,961 ",625 ,"171,845 ","30,988 ",18.2 ,145.7 ,133.7 ,12.0 ,"318,026 ","316,896 ","293,313 ","23,583 ","1,130 "
,M,T,"107,419 ",591 ,504 ,"107,506 ","10,352 ",18.7 ,155.9 ,141.0 ,14.9 ,"369,470 ","368,336 ",,,"1,134 "
,F,T,"63,090 ","1,370 ",121 ,"64,339 ","20,636 ",17.3 ,128.3 ,121.2 ,7.1 ,"231,261 ","230,137 ",,,"1,124 "
,,N,"139,582 ","1,793 ",518 ,"140,857 ",-,18.8 ,157.7 ,143.5 ,14.2 ,"361,637 ","360,333 ","332,472 ","27,861 ","1,304 "
,,P,"30,927 ",168 ,107 ,"30,988 ",-,15.5 ,91.3 ,89.2 ,2.1 ,"120,496 ","120,154 ","115,950 ","4,204 ",342 
,,,,,,,,,,,,,,,,
9,T,T,"275,431 ","3,940 ","2,434 ","276,937 ","62,425 ",18.4 ,142.4 ,133.9 ,8.5 ,"276,596 ","271,517 ","261,294 ","10,223 ","5,079 "
,M,T,"161,402 ","1,049 ","1,438 ","161,013 ","14,511 ",19.3 ,157.9 ,146.3 ,11.6 ,"338,817 ","333,108 ",,,"5,709 "
,F,T,"114,029 ","2,891 ",996 ,"115,924 ","47,914 ",17.3 ,120.7 ,116.6 ,4.1 ,"189,355 ","185,160 ",,,"4,195 "
,,N,"213,218 ","2,766 ","1,473 ","214,512 ",-,19.4 ,158.3 ,148.3 ,10.0 ,"325,787 ","319,551 ","307,069 ","12,482 ","6,236 "
,,P,"62,213 ","1,174 ",961 ,"62,425 ",-,15.2 ,87.7 ,84.5 ,3.2 ,"107,780 ","106,672 ","104,200 ","2,472 ","1,108 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
I54,,,機械器具卸売業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,55頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"1,108,726 ","11,151 ","9,592 ","1,110,285 ","72,911 ",17.5 ,145.2 ,133.5 ,11.7 ,"440,113 ","417,722 ","391,693 ","26,029 ","22,391 "
,M,T,"781,766 ","9,106 ","6,968 ","783,904 ","23,283 ",17.7 ,149.6 ,136.6 ,13.0 ,"486,711 ","461,821 ",,,"24,890 "
,F,T,"326,960 ","2,045 ","2,624 ","326,381 ","49,628 ",17.0 ,134.7 ,126.0 ,8.7 ,"328,445 ","312,043 ",,,"16,402 "
,,N,"1,035,202 ","10,441 ","7,697 ","1,037,374 ",-,17.6 ,148.3 ,136.1 ,12.2 ,"460,296 ","436,430 ","409,150 ","27,280 ","23,866 "
,,P,"73,524 ",710 ,"1,895 ","72,911 ",-,15.5 ,101.3 ,96.4 ,4.9 ,"154,443 ","152,933 ","144,614 ","8,319 ","1,510 "
,,,,,,,,,,,,,,,,
0,T,T,"646,846 ","8,132 ","5,457 ","649,521 ","35,912 ",17.7 ,148.0 ,135.3 ,12.7 ,"478,615 ","450,743 ","418,663 ","32,080 ","27,872 "
,M,T,"448,466 ","6,646 ","3,966 ","451,146 ","12,347 ",17.9 ,152.0 ,138.2 ,13.8 ,"530,617 ","499,758 ",,,"30,859 "
,F,T,"198,380 ","1,486 ","1,491 ","198,375 ","23,565 ",17.4 ,139.2 ,128.9 ,10.3 ,"360,705 ","339,604 ",,,"21,101 "
,,N,"610,759 ","7,803 ","4,914 ","613,609 ",-,17.8 ,150.0 ,137.0 ,13.0 ,"496,528 ","467,044 ","433,981 ","33,063 ","29,484 "
,,P,"36,087 ",329 ,543 ,"35,912 ",-,16.6 ,115.8 ,107.7 ,8.1 ,"173,994 ","173,534 ","158,167 ","15,367 ",460 
,,,,,,,,,,,,,,,,
1,T,T,"109,177 ","1,002 ","1,076 ","109,103 ","3,122 ",17.3 ,147.1 ,134.2 ,12.9 ,"642,075 ","561,554 ","523,530 ","38,024 ","80,521 "
,M,T,"81,534 ",806 ,871 ,"81,469 ","1,645 ",17.5 ,150.3 ,136.6 ,13.7 ,"694,269 ","601,078 ",,,"93,191 "
,F,T,"27,643 ",196 ,205 ,"27,634 ","1,477 ",16.6 ,137.5 ,127.0 ,10.5 ,"488,160 ","445,002 ",,,"43,158 "
,,N,"106,045 ",994 ,"1,043 ","105,981 ",-,17.4 ,148.3 ,135.1 ,13.2 ,"653,334 ","570,519 ","531,683 ","38,836 ","82,815 "
,,P,"3,132 ",8 ,33 ,"3,122 ",-,14.8 ,105.7 ,102.5 ,3.2 ,"260,372 ","257,618 ","247,108 ","10,510 ","2,754 "
,,,,,,,,,,,,,,,,
3,T,T,"52,043 ",386 ,495 ,"51,934 ",469 ,17.9 ,151.6 ,137.2 ,14.4 ,"527,840 ","525,273 ","489,611 ","35,662 ","2,567 "
,M,T,"37,511 ",310 ,343 ,"37,478 ",169 ,18.1 ,154.5 ,139.4 ,15.1 ,"569,848 ","566,971 ",,,"2,877 "
,F,T,"14,532 ",76 ,152 ,"14,456 ",300 ,17.3 ,144.1 ,131.5 ,12.6 ,"419,171 ","417,403 ",,,"1,768 "
,,N,"51,431 ",374 ,487 ,"51,465 ",-,17.9 ,152.2 ,137.7 ,14.5 ,"531,465 ","528,888 ","492,934 ","35,954 ","2,577 "
,,P,612 ,12 ,8 ,469 ,-,13.5 ,97.2 ,93.8 ,3.4 ,"182,837 ","181,203 ","173,357 ","7,846 ","1,634 "
,,,,,,,,,,,,,,,,
4,T,T,"161,220 ","1,388 ","1,571 ","161,037 ","3,591 ",17.5 ,148.6 ,135.2 ,13.4 ,"605,217 ","549,848 ","512,586 ","37,262 ","55,369 "
,M,T,"119,045 ","1,116 ","1,214 ","118,947 ","1,814 ",17.7 ,151.6 ,137.5 ,14.1 ,"655,065 ","590,331 ",,,"64,734 "
,F,T,"42,175 ",272 ,357 ,"42,090 ","1,777 ",16.8 ,139.8 ,128.6 ,11.2 ,"464,428 ","435,508 ",,,"28,920 "
,,N,"157,476 ","1,368 ","1,530 ","157,446 ",-,17.6 ,149.5 ,135.9 ,13.6 ,"613,514 ","556,916 ","519,022 ","37,894 ","56,598 "
,,P,"3,744 ",20 ,41 ,"3,591 ",-,14.7 ,104.4 ,101.2 ,3.2 ,"248,945 ","246,356 ","236,238 ","10,118 ","2,589 "
,,,,,,,,,,,,,,,,
5,T,T,"211,861 ","4,086 ","2,263 ","213,684 ","2,868 ",17.8 ,150.9 ,136.6 ,14.3 ,"467,414 ","461,355 ","431,305 ","30,050 ","6,059 "
,M,T,"147,666 ","3,417 ","1,576 ","149,507 ","1,732 ",17.9 ,154.5 ,139.4 ,15.1 ,"510,767 ","505,662 ",,,"5,105 "
,F,T,"64,195 ",669 ,687 ,"64,177 ","1,136 ",17.4 ,142.6 ,130.3 ,12.3 ,"367,050 ","358,785 ",,,"8,265 "
,,N,"209,048 ","4,049 ","2,208 ","210,816 ",-,17.8 ,151.5 ,137.1 ,14.4 ,"471,559 ","465,452 ","435,073 ","30,379 ","6,107 "
,,P,"2,813 ",37 ,55 ,"2,868 ",-,15.5 ,105.7 ,103.1 ,2.6 ,"160,999 ","158,509 ","152,771 ","5,738 ","2,490 "
,,,,,,,,,,,,,,,,
7,T,T,"273,765 ","2,658 ","1,623 ","274,800 ","29,453 ",17.9 ,145.6 ,134.4 ,11.2 ,"412,932 ","384,291 ","353,679 ","30,612 ","28,641 "
,M,T,"181,755 ","2,113 ","1,176 ","182,692 ","8,801 ",18.0 ,150.3 ,137.7 ,12.6 ,"465,535 ","435,798 ",,,"29,737 "
,F,T,"92,010 ",545 ,447 ,"92,108 ","20,652 ",17.6 ,136.5 ,128.1 ,8.4 ,"308,811 ","282,339 ",,,"26,472 "
,,N,"244,235 ","2,386 ","1,176 ","245,347 ",-,18.0 ,148.9 ,137.5 ,11.4 ,"442,690 ","410,599 ","378,341 ","32,258 ","32,091 "
,,P,"29,530 ",272 ,447 ,"29,453 ",-,16.9 ,118.2 ,109.0 ,9.2 ,"165,925 ","165,925 ","148,978 ","16,947 ",0 
,,,,,,,,,,,,,,,,
9,T,T,"461,880 ","3,019 ","4,135 ","460,764 ","36,999 ",17.2 ,141.0 ,130.8 ,10.2 ,"386,015 ","371,326 ","353,800 ","17,526 ","14,689 "
,M,T,"333,300 ","2,460 ","3,002 ","332,758 ","10,936 ",17.5 ,146.2 ,134.4 ,11.8 ,"427,410 ","410,581 ",,,"16,829 "
,F,T,"128,580 ",559 ,"1,133 ","128,006 ","26,063 ",16.4 ,127.8 ,121.6 ,6.2 ,"278,561 ","269,425 ",,,"9,136 "
,,N,"424,443 ","2,638 ","2,783 ","423,765 ",-,17.4 ,145.7 ,134.8 ,10.9 ,"407,997 ","392,240 ","373,308 ","18,932 ","15,757 "
,,P,"37,437 ",381 ,"1,352 ","36,999 ",-,14.4 ,87.3 ,85.5 ,1.8 ,"135,531 ","133,006 ","131,504 ","1,502 ","2,525 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
I-2,,,小売業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,56頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"6,274,797 ","106,000 ","110,734 ","6,270,063 ","3,945,973 ",16.2 ,111.6 ,106.0 ,5.6 ,"196,468 ","191,954 ","183,031 ","8,923 ","4,514 "
,M,T,"2,336,061 ","42,087 ","41,945 ","2,336,203 ","992,126 ",17.0 ,129.4 ,119.7 ,9.7 ,"266,396 ","258,722 ",,,"7,674 "
,F,T,"3,938,736 ","63,913 ","68,789 ","3,933,860 ","2,953,847 ",15.7 ,101.0 ,97.8 ,3.2 ,"154,968 ","152,329 ",,,"2,639 "
,,N,"2,328,715 ","26,079 ","32,128 ","2,324,090 ",-,19.2 ,160.4 ,148.5 ,11.9 ,"342,664 ","331,878 ","311,748 ","20,130 ","10,786 "
,,P,"3,946,082 ","79,921 ","78,606 ","3,945,973 ",-,14.4 ,82.8 ,80.9 ,1.9 ,"110,279 ","109,462 ","107,147 ","2,315 ",817 
,,,,,,,,,,,,,,,,
0,T,T,"2,649,064 ","33,752 ","36,659 ","2,646,157 ","1,713,342 ",17.2 ,117.9 ,111.5 ,6.4 ,"209,805 ","204,835 ","194,888 ","9,947 ","4,970 "
,M,T,"957,681 ","14,131 ","14,062 ","957,750 ","402,463 ",17.8 ,136.5 ,125.2 ,11.3 ,"291,419 ","280,966 ",,,"10,453 "
,F,T,"1,691,383 ","19,621 ","22,597 ","1,688,407 ","1,310,879 ",16.9 ,107.3 ,103.7 ,3.6 ,"163,553 ","161,690 ",,,"1,863 "
,,N,"935,504 ","6,710 ","9,913 ","932,815 ",-,19.3 ,165.1 ,151.1 ,14.0 ,"368,739 ","355,501 ","331,529 ","23,972 ","13,238 "
,,P,"1,713,560 ","27,042 ","26,746 ","1,713,342 ",-,16.0 ,92.2 ,89.9 ,2.3 ,"123,156 ","122,693 ","120,392 ","2,301 ",463 
,,,,,,,,,,,,,,,,
1,T,T,"27,064 ",208 ,206 ,"27,066 ","5,033 ",17.6 ,134.3 ,128.5 ,5.8 ,"329,133 ","325,281 ","309,804 ","15,477 ","3,852 "
,M,T,"9,048 ",56 ,82 ,"9,022 ",922 ,17.6 ,139.9 ,131.3 ,8.6 ,"426,486 ","422,378 ",,,"4,108 "
,F,T,"18,016 ",152 ,124 ,"18,044 ","4,111 ",17.6 ,131.5 ,127.1 ,4.4 ,"280,349 ","276,625 ",,,"3,724 "
,,N,"22,079 ",102 ,147 ,"22,033 ",-,18.2 ,141.5 ,134.8 ,6.7 ,"368,386 ","364,115 ","346,280 ","17,835 ","4,271 "
